appid,name,release_date,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,english,categories,genres
534370,Pure Farming 2018,2018-03-13,Ice Flames,Techland Publishing,931,359,"100,000 - 200,000",179,0,212,0,19.99,19,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation
254440,Pool Nation,2013-10-18,Cherry Pop Games,Cherry Pop Games,2414,272,"200,000 - 500,000",312,0,281,0,6.99,13,1,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation;Sports;Strategy
477740,Zero Escape: The Nonary Games,2017-03-24,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",3105,175,"100,000 - 200,000",1781,62,2547,62,29.99,100,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Violent;Gore;Adventure
291170,Royal Defense,2014-11-10,"Good Games, Creobit",8Floor,218,73,"100,000 - 200,000",255,0,295,0,4.99,4,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy
508440,Totally Accurate Battle Simulator,2019-04-01,Landfall,Landfall,74921,1568,"2,000,000 - 5,000,000",1906,169,550,169,19.99,1978,1,Single-player,Indie;Simulation;Strategy;Early Access
614570,Dishonored: Death of the Outsider,2017-09-14,Arkane Studios,Bethesda Softworks,7207,1031,"500,000 - 1,000,000",638,1,562,1,29.99,155,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action
519140,Minds Eyes,2016-08-31,Stanislaw Truchowski,TurnVex,1001,410,"200,000 - 500,000",31,0,43,0,0.0,8,1,Single-player,Action;Adventure;Free to Play;Indie
70000,Dino D-Day,2011-04-08,800 North and Digital Ranch,800 North and Digital Ranch,12484,2424,"1,000,000 - 2,000,000",172,0,125,0,9.99,63,1,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie
24810,Command & Conquer 3: Kane's Wrath,2009-11-13,EA Los Angeles,Electronic Arts,2650,118,"200,000 - 500,000",508,0,688,0,14.99,306,1,Single-player;Multi-player,Strategy
429280,Gems of the Aztecs,2016-04-22,Wellore,8Floor,108,43,"100,000 - 200,000",301,0,331,0,4.99,0,1,Single-player;Steam Trading Cards;Steam Cloud,Casual
236150,Starpoint Gemini 2,2014-09-26,Little Green Men Games,Little Green Men Games,2756,1202,"500,000 - 1,000,000",384,0,204,0,34.99,10,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Action;RPG;Simulation
791930,BombTag,2018-02-12,David Schneider,David Schneider,1179,221,"200,000 - 500,000",55,0,56,0,0.0,14,1,Online Multi-Player;Partial Controller Support,Casual;Free to Play;Indie
209630,Magrunner: Dark Pulse,2013-06-20,Frogwares,Frogwares,668,231,"100,000 - 200,000",197,0,236,0,19.99,4,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure
246070,Hack 'n' Slash,2014-09-09,Double Fine Productions,Double Fine Productions,438,375,"200,000 - 500,000",140,0,144,0,13.37,1,1,Single-player;Full controller support;Steam Workshop;Steam Cloud,Adventure;Casual;Indie
279740,3D ParticleGen Visual FX,2015-04-03,Reality Pump,TopWare Interactive,42,24,"200,000 - 500,000",264,0,302,0,9.99,1,1,Single-player;Steam Trading Cards,Photo Editing;Utilities;Video Production
361190,Sparkle 3 Genesis,2015-04-24,Forever Entertainment S. A.,Forever Entertainment S. A.,301,192,"200,000 - 500,000",191,0,210,0,4.99,3,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Simulation
318020,Act of Aggression - Reboot Edition,2015-09-02,Eugen Systems,Eugen Systems,1801,979,"100,000 - 200,000",1132,0,1275,0,29.99,50,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy
233230,Kairo,2013-04-24,Locked Door Puzzle,Lupus Studios Limited,1220,435,"100,000 - 200,000",116,0,147,0,4.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie
601430,The Evil Within 2,2017-10-12,Tango Gameworks,Bethesda Softworks,18333,1487,"500,000 - 1,000,000",1187,26,1037,26,39.99,502,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure
301120,Eastside Hockey Manager,2015-12-01,Sports Interactive,SEGA,1000,174,"200,000 - 500,000",1211,0,1948,0,19.99,275,1,Single-player;Multi-player;Steam Workshop,Simulation;Sports
318530,Wings of Vi,2014-11-28,Grynsoft,Grynsoft,951,226,"100,000 - 200,000",261,0,312,0,14.99,2,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie
447890,Cat on a Diet,2016-02-29,Nawia Games,Forever Entertainment S. A.,641,143,"100,000 - 200,000",141,0,142,0,4.99,7,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie
606800,Startup Company,2017-08-11,Hovgaard Games,Hovgaard Games,4192,951,"200,000 - 500,000",564,0,424,0,12.99,73,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Strategy;Early Access
324680,Impossible Creatures Steam Edition,2015-11-11,"Relic Entertainment, THQ Nordic",THQ Nordic,1245,58,"100,000 - 200,000",252,0,277,0,9.99,18,1,Single-player;Multi-player;Steam Workshop;Steam Cloud;Includes level editor,Strategy
637670,Secret of Mana,2018-02-15,Square Enix,Square Enix,1472,651,"100,000 - 200,000",2528,0,2528,0,39.99,15,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;RPG
384030,Florensia,2016-11-29,AHA Entertainment,Giiku Games,387,206,"200,000 - 500,000",241,0,464,0,0.0,35,1,Multi-player;MMO;Steam Trading Cards;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;RPG
649190,Blast Zone! Tournament,2019-02-28,Victory Lap Games,Victory Lap Games,524,350,"500,000 - 1,000,000",0,0,0,0,9.99,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,Action;Casual;Indie;Sports
460950,Katana ZERO,2019-04-18,Askiisoft,Devolver Digital,40973,714,"1,000,000 - 2,000,000",331,179,323,179,14.99,161,1,Single-player;Steam Achievements;Partial Controller Support,Action;Indie
233860,Kenshi,2018-12-06,Lo-Fi Games,Lo-Fi Games,47323,2521,"1,000,000 - 2,000,000",3416,744,840,907,29.99,3169,1,Single-player;Steam Workshop;Includes level editor,Action;Indie;RPG;Simulation;Strategy
296630,Kraven Manor,2014-09-26,Demon Wagon Studios,Demon Wagon Studios,427,150,"100,000 - 200,000",41,0,57,0,0.0,0,1,Single-player;Steam Achievements;Captions available;Steam Cloud,Action;Adventure;Free to Play;Indie
530630,Empires Apart,2018-03-29,DESTINYbit,Slitherine Ltd.,1373,626,"100,000 - 200,000",191,0,124,0,0.0,16,1,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Free to Play;Strategy
286160,Tabletop Simulator,2015-06-05,Berserk Games,Berserk Games,44916,1722,"2,000,000 - 5,000,000",1195,167,374,253,19.99,5667,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;RPG;Simulation;Strategy
4760,Rome: Total War - Collection,2007-08-28,CREATIVE ASSEMBLY,SEGA,13161,781,"1,000,000 - 2,000,000",1333,0,307,0,0.0,1073,1,Single-player;Multi-player;Steam Trading Cards,Strategy
387340,Hyperdimension Neptunia U: Action Unleashed,2016-03-21,"Idea Factory, Compile Heart, Tamsoft",Idea Factory International,2667,223,"200,000 - 500,000",405,0,452,0,14.99,4,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG
566190,The Search,2017-04-13,Jason Godbey,Jason Godbey,733,251,"100,000 - 200,000",167,0,172,0,3.99,3,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie
297000,Heroes of Might & Magic III - HD Edition,2015-01-28,Dotemu,Ubisoft Entertainment,11808,3492,"1,000,000 - 2,000,000",2398,2675,566,2675,14.99,1561,1,Single-player;Multi-player;Steam Achievements;Includes level editor,RPG;Strategy
91200,Anomaly: Warzone Earth,2011-04-08,11 bit studios,11 bit studios,3597,532,"500,000 - 1,000,000",224,0,121,0,9.99,7,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy
233840,Worms Clan Wars,2013-08-15,Team17 Digital Ltd,Team17 Digital Ltd,2166,620,"500,000 - 1,000,000",417,0,244,0,24.99,4,1,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Strategy
380840,Teeworlds,2015-08-24,Teeworlds Team,Teeworlds Team,3759,478,"1,000,000 - 2,000,000",104,0,19,0,0.0,34,1,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Includes level editor,Action;Free to Play;Indie
223830,Xenonauts,2014-06-16,Goldhawk Interactive,Goldhawk Interactive,3343,450,"500,000 - 1,000,000",1504,0,252,0,24.99,64,1,Single-player;Steam Trading Cards,Indie;Simulation;Strategy
454200,Neon Hardcorps,2016-05-30,Sergey Dovganovskiy,Back To Basics Gaming,122,147,"200,000 - 500,000",231,0,219,0,0.99,0,1,Single-player;Steam Trading Cards,Action;Indie
24200,DC Universe Online,2011-11-02,Dimensional Ink Games,Daybreak Game Company,13966,3519,"2,000,000 - 5,000,000",988,0,416,0,0.0,586,1,Multi-player;MMO;Steam Achievements;Full controller support,Action;Adventure;Free to Play;Massively Multiplayer;RPG
499890,Aaero,2017-04-11,Mad Fellows,Mad Fellows,677,131,"100,000 - 200,000",177,0,260,0,14.99,1,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
3540,Peggle Nights,2008-10-15,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",934,55,"100,000 - 200,000",83,0,118,0,4.99,56,1,Single-player,Casual
399820,Kopanito All-Stars Soccer,2016-11-16,Merixgames,Merixgames,2111,403,"100,000 - 200,000",186,0,243,0,5.99,6,1,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Sports
551170,Onmyoji,2018-04-18,NetEase Games,NetEase Games,1802,412,"200,000 - 500,000",2136,1,3204,1,0.0,2381,1,MMO;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;RPG;Strategy
980730,Underlight,2018-12-14,"KoiWare, LLC","KoiWare, LLC",62,26,"100,000 - 200,000",0,0,0,0,0.0,3,1,MMO,Free to Play;Massively Multiplayer;RPG
447530,VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,Sukeban Games,"Ysbryd Games, AGM PLAYISM",26578,626,"500,000 - 1,000,000",422,153,289,153,14.99,198,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation
271550,Tribloos 2,2014-01-30,BumpkinBrothers,BumpkinBrothers,238,45,"100,000 - 200,000",341,0,430,0,4.99,2,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy
537110,Angels of Death,2016-12-19,"Vaka Game Magazine, Makoto Sanada","Vaka Game Magazine, PLAYISM",3330,215,"100,000 - 200,000",485,0,503,0,9.99,6,1,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG
418460,Rising Storm 2: Vietnam,2017-05-30,"Antimatter Games, Tripwire Interactive",Tripwire Interactive,40898,6842,"1,000,000 - 2,000,000",2455,577,743,577,24.99,839,1,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Stats;Includes level editor,Action;Massively Multiplayer;Simulation;Strategy
287630,The Council,2018-03-13,Big Bad Wolf,Focus Home Interactive,3342,602,"200,000 - 500,000",464,0,593,0,0.0,32,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;RPG
49520,Borderlands 2,2012-09-20,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",238841,16227,"10,000,000 - 20,000,000",3074,313,969,450,19.99,3361,1,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG
12180,Grand Theft Auto 2,2008-01-04,Rockstar North,Rockstar Games,287,24,"500,000 - 1,000,000",35,0,16,0,0.0,2,1,Single-player,Action
490820,Fly O'Clock,2016-07-08,Digital Melody,Forever Entertainment S. A.,401,73,"200,000 - 500,000",239,0,304,0,0.99,18,1,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie
359840,Shift Happens,2017-02-22,Klonk Games,Daedalic Entertainment,976,182,"100,000 - 200,000",221,0,191,0,14.99,68,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie
310890,Breach & Clear: Deadline Rebirth (2016),2015-07-20,"Mighty Rabbit Studios, Gun Media","Good Shepherd Entertainment, Devolver Digital",440,378,"100,000 - 200,000",242,0,345,0,9.99,1,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie;RPG;Strategy
448440,Bizarre Earthquake,2016-05-11,Proximity Games,Proximity Games,248,190,"100,000 - 200,000",319,0,308,0,1.99,1,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie
348550,GUILTY GEAR XX ACCENT CORE PLUS R,2015-05-26,Arc System Works,Arc System Works,4052,144,"100,000 - 200,000",260,0,163,0,14.99,251,1,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action
226740,Monster Loves You!,2013-03-18,"Radial Games Corp, Dejobaan Games, LLC",Radial Games Corp,913,254,"200,000 - 500,000",104,0,152,0,9.99,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Casual;Indie;RPG;Simulation
439920,Royal Heroes,2016-03-16,Badim,Badim,228,61,"100,000 - 200,000",249,0,251,0,9.99,3,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;RPG;Strategy
478980,Mansions of Madness,2016-08-01,Fantasy Flight Games,Fantasy Flight Games,716,59,"200,000 - 500,000",371,0,416,0,0.0,46,1,Single-player;Co-op;Shared/Split Screen,Adventure;Strategy
702670,Donut County,2018-08-28,Ben Esposito,Annapurna Interactive,4847,576,"200,000 - 500,000",111,34,119,34,12.99,19,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie
434520,Simutrans,2016-05-24,The Simutrans Team,The Simutrans Team,323,103,"100,000 - 200,000",188,0,192,0,0.0,14,1,Single-player;Multi-player;Steam Workshop;Steam Cloud,Simulation
32670,Delta Force: Black Hawk Down,2009-06-18,NovaLogic,"NovaLogic, THQ Nordic",482,43,"100,000 - 200,000",158,0,212,0,14.99,13,1,Single-player;Multi-player,Action
521350,Use Your Words,2017-04-03,"Smiling Buddha Games, LLC",Screenwave Media,534,75,"100,000 - 200,000",345,0,494,0,14.99,7,1,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,Casual;Indie
291650,Pillars of Eternity,2015-03-26,Obsidian Entertainment,Paradox Interactive,17547,2393,"1,000,000 - 2,000,000",1338,0,479,0,29.99,582,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,RPG
433910,Neon Drive,2016-05-12,Fraoula,Fraoula,1613,312,"100,000 - 200,000",79,0,134,0,9.99,5,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie
609320,FAR: Lone Sails,2018-05-17,Okomotive,Mixtvision,8707,560,"200,000 - 500,000",564,0,547,0,14.99,20,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie
2320,QUAKE II,2007-08-03,id Software,id Software,2824,254,"200,000 - 500,000",334,0,191,0,4.99,36,1,Single-player;Multi-player;Co-op;Steam Cloud,Action
638110,Desert Bus VR,2017-11-27,Dinosaur Games,"Gearbox Software, LLC",1224,149,"100,000 - 200,000",37,0,41,0,0.0,3,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Casual;Free to Play;Simulation
459160,Allods Online,2016-06-03,IT Territory,MY.GAMES,387,173,"100,000 - 200,000",186,0,262,0,0.0,21,1,MMO;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;RPG
11020,TrackMania Nations Forever,2008-04-16,Nadeo,Ubisoft,15101,1906,"2,000,000 - 5,000,000",516,64,83,64,0.0,779,1,Single-player;Multi-player;Includes level editor,Racing
256190,Enemy Front,2014-06-10,CI Games,CI Games,3024,1637,"200,000 - 500,000",434,0,595,0,19.99,25,1,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action
933070,Cold Blooded Cube,2018-10-15,"Online Vision, Danikala",Garage Games,29,25,"200,000 - 500,000",178,0,178,0,1.99,0,1,Single-player;Steam Achievements,Action;Adventure;Casual;Indie
270790,Etherlords II,2014-02-13,Nival,Nival,306,62,"100,000 - 200,000",0,0,0,0,4.99,11,1,Single-player;Multi-player,Adventure;Indie;RPG;Strategy
506670,ORBITAL,2016-07-27,Ardi Studio,Garage Games,193,69,"200,000 - 500,000",177,0,210,0,0.99,43,1,Single-player;Steam Trading Cards,Casual;Indie
289130,ENDLESS Legend,2014-09-18,AMPLITUDE Studios,SEGA,13701,2543,"1,000,000 - 2,000,000",1003,0,478,0,29.99,303,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,RPG;Strategy
449800,Attack on Titan / A.O.T. Wings of Freedom,2016-08-26,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2958,527,"100,000 - 200,000",716,0,958,0,59.99,10,1,Single-player;Online Co-op;Steam Achievements;Full controller support,Action
416600,Full Metal Furies,2018-01-17,Cellar Door Games,Cellar Door Games,2048,183,"200,000 - 500,000",292,0,336,0,19.99,28,1,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
586140,BlazBlue Centralfiction,2017-04-25,Arc System Works,"H2 Interactive Co., Ltd.",5608,416,"200,000 - 500,000",1343,348,231,348,39.99,4686,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action
204030,Fable - The Lost Chapters,2011-12-19,Lionhead Studios,Xbox Game Studios,6077,504,"500,000 - 1,000,000",538,0,406,0,9.99,54,1,Single-player,Action;Adventure;RPG
575550,Hell Girls,2017-01-12,Athena Works,"Athena Works, SakuraGame",3243,434,"200,000 - 500,000",233,0,265,0,1.99,9,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy
353360,how do you Do It?,2015-02-27,"Nina Freeman, Emmett Butler, Decky Coss, Joni Kittaka",none,2218,408,"100,000 - 200,000",4,0,5,0,0.0,5,1,Single-player,Free to Play;Indie
683320,GRIS,2018-12-13,Nomada Studio,Devolver Digital,45775,1580,"1,000,000 - 2,000,000",227,0,187,0,16.99,108,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie
322210,"Guns, Gore & Cannoli",2015-04-30,"Rogueside, Claeysbrothers",Rogueside,2354,203,"100,000 - 200,000",183,0,246,0,9.99,13,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie
259550,Hero of the Kingdom,2013-11-14,Lonely Troops,Lonely Troops,3800,272,"100,000 - 200,000",223,0,233,0,5.99,17,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG
20,Team Fortress Classic,1999-04-01,Valve,Valve,5284,879,"2,000,000 - 5,000,000",139,0,13,0,4.99,88,1,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action
532110,Rusty Lake: Roots,2016-10-20,Rusty Lake,Rusty Lake,4341,175,"200,000 - 500,000",247,0,298,0,2.99,78,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie
515220,F1 2017,2017-08-24,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",4852,771,"200,000 - 500,000",3969,0,2564,0,9.99,204,1,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports
266110,Tower of Guns,2014-03-04,Terrible Posture Games,Versus Evil,887,210,"100,000 - 200,000",155,0,118,0,14.99,1,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie
463180,Super Blue Fighter,2016-05-05,Herrero Games,Herrero Games,86,27,"100,000 - 200,000",281,0,281,0,0.0,0,1,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie
346750,Merchant,2018-10-08,Retora Games,Retora Games,360,97,"100,000 - 200,000",240,0,242,0,0.0,16,1,Single-player;Steam Achievements;Steam Cloud;Stats,Casual;Free to Play;RPG;Simulation
263740,FootLOL: Epic Soccer League,2014-04-16,Lion's Shade,HeroCraft PC,871,168,"200,000 - 500,000",251,0,299,0,9.99,1,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Action;Indie;RPG;Sports
497640,Trick & Treat,2016-09-26,Rabbiton,Rabbiton,1995,72,"200,000 - 500,000",114,0,195,0,0.0,3,1,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Free to Play;Indie
222880,Insurgency,2014-01-22,New World Interactive,New World Interactive,112638,10253,"2,000,000 - 5,000,000",1303,610,240,1122,14.99,669,1,Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Includes level editor,Action;Indie;Strategy
602320,Train Valley 2,2019-04-15,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy","Flazm, META Publishing",1652,162,"200,000 - 500,000",89,0,101,0,14.99,156,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy
391260,Labyronia RPG,2015-08-14,Labyrinthine,Senpai Studios,859,318,"200,000 - 500,000",210,0,225,0,1.99,6,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie;RPG
939620,Pleasure Puzzle:Portrait 趣拼拼：肖像画,2018-09-24,冷笑黑妖,冷笑黑妖,1447,130,"200,000 - 500,000",0,0,0,0,0.99,2,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie
200010,Quantum Conundrum,2012-06-21,Airtight Games,Square Enix,1553,278,"200,000 - 500,000",1787,0,3415,0,8.99,7,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Strategy
388410,Darksiders II Deathinitive Edition,2015-11-05,"Gunfire Games, Vigil Games, THQ Nordic",THQ Nordic,10230,3062,"2,000,000 - 5,000,000",824,1,415,1,29.99,215,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG
533780,Zombie Defense,2016-09-30,Home Net Games,Home Net Games,1555,318,"500,000 - 1,000,000",208,0,83,0,0.0,18,1,Single-player;In-App Purchases;Steam Cloud,Action;Casual;Free to Play;Indie;Strategy
619700,Steel Rats,2018-11-07,Tate Multimedia,Tate Multimedia,631,406,"200,000 - 500,000",86,0,94,0,9.99,3,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Racing
411370,Melty Blood Actress Again Current Code,2016-04-19,FRENCH-BREAD,Arc System Works,2741,233,"100,000 - 200,000",455,11,397,11,24.99,27,1,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action
799240,My Free Farm 2,2018-04-03,upjers,upjers,282,221,"100,000 - 200,000",899,0,905,0,0.0,109,1,Single-player;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Simulation
384360,Fingered,2015-08-18,"Edmund McMillen, James Id","Edmund McMillen, James Id",632,206,"100,000 - 200,000",17,0,22,0,1.87,1,1,Single-player;Steam Achievements,Casual;Indie
567640,Danganronpa V3: Killing Harmony,2017-09-25,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",11829,1884,"500,000 - 1,000,000",2486,0,2732,0,39.99,248,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure
65560,Painkiller Redemption,2011-02-25,Eggtooth Team,Deep Silver,263,279,"200,000 - 500,000",33,0,46,0,4.99,0,1,Single-player,Action
377600,Tcheco in the Castle of Lucio,2015-06-22,Marcelo Barbosa,Marcelo Barbosa,791,93,"100,000 - 200,000",259,0,307,0,0.99,26,1,Single-player;Full controller support;Steam Trading Cards,Action;Indie
242860,Verdun,2015-04-28,"M2H, Blackmill Games",M2H,29916,5021,"1,000,000 - 2,000,000",916,28,350,28,19.99,175,1,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy
635730,Dragonia,2017-05-29,Blue Studio,Paradise Project,4868,902,"200,000 - 500,000",100,0,103,0,1.99,7,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG
292140,FINAL FANTASY XIII-2,2014-12-11,Square Enix,Square Enix,2512,1745,"200,000 - 500,000",1665,0,1791,0,19.99,47,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG
341310,Greyfox RPG,2015-02-23,Lesley Dodd,Senpai Studios,1250,443,"500,000 - 1,000,000",230,0,253,0,1.99,7,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG
65980,Sid Meier's Civilization: Beyond Earth,2014-10-23,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",11952,8689,"1,000,000 - 2,000,000",1768,42,1405,42,39.99,493,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy
501990,Phantasmagoria,2016-08-29,Sierra,Activision,256,41,"100,000 - 200,000",0,0,0,0,9.99,0,1,Single-player,Adventure
404410,Endless Sky,2015-10-30,Michael Zahniser,Michael Zahniser,4886,427,"500,000 - 1,000,000",154,0,33,0,0.0,90,1,Single-player,Action;Adventure;Free to Play;RPG;Simulation
