appid,name,release_date,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,english,categories,genres
384980,Battle for Blood - Epic battles within 30 seconds!,2015-07-08,YFC games,YFC games,558,205,"200,000 - 500,000",81,0,84,0,0.0,1,1,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie;Strategy
102600,Orcs Must Die!,2011-10-11,Robot Entertainment,Robot Entertainment,6529,235,"1,000,000 - 2,000,000",378,0,267,0,9.99,38,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy
533300,Zup!,2016-10-04,Quiet River,Quiet River,7359,436,"200,000 - 500,000",96,0,57,0,0.99,8,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie
258200,Talisman: Prologue,2013-10-14,Nomad Games,Nomad Games,200,151,"200,000 - 500,000",398,0,410,0,0.0,0,1,Single-player;Steam Trading Cards,Indie;RPG;Strategy
24960,Battlefield: Bad Company 2,2010-03-02,DICE,Electronic Arts,29682,5071,"2,000,000 - 5,000,000",2298,0,612,0,14.99,144,1,Single-player;Multi-player,Action
238260,Pinball Arcade,2013-11-04,FarSight Studios,FarSight Studios,2625,973,"500,000 - 1,000,000",530,108,19,108,0.0,39,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Free to Play;Simulation
530620,Resident Evil 7 Teaser: Beginning Hour,2016-12-18,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",3705,489,"1,000,000 - 2,000,000",57,0,28,0,0.0,5,1,Single-player;Full controller support;Steam Cloud,Action;Adventure
576160,A Long Road Home,2017-01-31,One Bit Studio,One Bit Studio,31,1,"100,000 - 200,000",321,0,339,0,1.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie
6010,Indiana Jones and the Fate of Atlantis,2009-07-08,LucasArts,"LucasArts, Lucasfilm, Disney",941,56,"200,000 - 500,000",273,0,286,0,5.99,12,1,Single-player;Steam Cloud,Adventure
260230,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,2014-06-25,Ubisoft Montpellier,Ubisoft,19666,891,"500,000 - 1,000,000",390,0,377,0,14.99,43,1,Single-player,Adventure
648120,Pixel Painter,2017-06-19,Dio Alias Games,Dio Alias Games,705,246,"1,000,000 - 2,000,000",229,0,254,0,0.99,19,1,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;Stats,Casual;Indie
39540,SpellForce - Platinum Edition,2009-11-03,Phenomic,THQ Nordic,1501,249,"200,000 - 500,000",119,0,124,0,9.99,342,1,Single-player,Action;RPG
477290,Magma Tsunami,2016-06-01,StrangeLight Games,StrangeLight Games,195,104,"200,000 - 500,000",366,0,447,0,0.99,1,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Indie
461430,EmergeNYC,2016-11-03,FlipSwitch Games,FlipSwitch Games,2011,1092,"100,000 - 200,000",165,0,165,0,24.99,38,1,Single-player;Multi-player;Online Multi-Player;Partial Controller Support,Action;Casual;Indie;Racing;RPG;Simulation;Strategy;Early Access
324570,Halo: Spartan Strike,2015-04-16,"343 Industries, Vanguard Games",Xbox Game Studios,869,200,"100,000 - 200,000",243,0,377,0,2.99,8,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action
32330,LEGO Indiana Jones: The Original Adventures,2009-07-08,Traveller's Tales,"LucasArts, Lucasfilm, Disney",1449,223,"100,000 - 200,000",714,391,700,391,19.99,42,1,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud,Action;Adventure
233610,Distance,2018-09-18,Refract,Refract,5833,452,"200,000 - 500,000",266,0,152,0,24.99,31,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;VR Support;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,Action;Indie;Racing
358090,D4: Dark Dreams Don’t Die -Season One-,2015-06-05,Access Games,PLAYISM,1527,364,"100,000 - 200,000",270,0,357,0,14.99,2,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie
853550,Equilinox,2018-11-23,ThinMatrix,ThinMatrix,2322,181,"100,000 - 200,000",202,0,399,0,9.99,28,1,Single-player,Casual;Indie;Simulation
263620,Mitsurugi Kamui Hikae,2014-03-10,Zenith Blue,PLAYISM,2564,624,"200,000 - 500,000",161,0,192,0,9.99,2,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie
237950,UFO: Afterlight,2014-01-06,Altar Games,Bohemia Interactive,271,155,"200,000 - 500,000",5,0,5,0,6.99,4,1,Single-player;Captions available,Indie;Strategy
211820,Starbound,2016-07-22,Chucklefish,Chucklefish,143103,10854,"2,000,000 - 5,000,000",3777,10,1408,10,14.99,1967,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Adventure;Casual;Indie;RPG
60,Ricochet,2000-11-01,Valve,Valve,3605,826,"5,000,000 - 10,000,000",46,0,6,0,4.99,5,1,Multi-player;Online Multi-Player;Valve Anti-Cheat enabled,Action
335670,LISA: The Painful,2014-12-15,Dingaling,"Dingaling Productions, LLC",11260,452,"200,000 - 500,000",656,0,485,0,9.99,51,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG
246680,Secrets of Rætikon,2014-04-17,Broken Rules,Broken Rules,277,179,"100,000 - 200,000",6,0,6,0,9.99,0,1,Single-player;Steam Achievements;Full controller support;Steam Workshop;Includes level editor,Action;Adventure;Indie
269950,X-Plane 11,2017-03-30,Laminar Research,Laminar Research,11457,1015,"500,000 - 1,000,000",4080,604,1580,604,59.99,1669,1,Single-player;Local Multi-Player;Partial Controller Support;Includes level editor,Simulation
893680,Project Warlock,2018-12-06,Buckshot Software,"Retrovibe, gaming company",2902,396,"100,000 - 200,000",68,0,106,0,12.0,17,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie
556870,Charlie's Adventure,2016-11-29,EGAMER,EGAMER,192,114,"100,000 - 200,000",134,0,173,0,10.99,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie
275570,Summoner,2014-03-12,Volition,THQ Nordic,317,70,"100,000 - 200,000",407,0,407,0,4.99,6,1,Single-player,Action;RPG
285820,Action Henk,2015-05-11,RageSquid,RageSquid,689,94,"100,000 - 200,000",168,0,188,0,14.99,0,1,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Steam Turn Notifications;Includes level editor,Action;Indie;Racing
458710,Kingdom Rush Frontiers - Tower Defense,2016-07-25,Ironhide Game Studio,Ironhide Game Studio,5235,181,"200,000 - 500,000",1174,125,1053,125,9.99,271,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy
882410,Age of Fear: The Free World,2019-01-18,Leslaw Sliwko,Age of Fear,292,48,"100,000 - 200,000",0,0,0,0,0.0,1,1,Single-player;Steam Cloud,Adventure;Free to Play;Indie;RPG;Strategy
476360,Strike Vector EX,2017-07-19,Ragequit Corporation,Ragequit Corporation,633,107,"100,000 - 200,000",159,0,199,0,0.0,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie
409670,Pink Hour,2015-10-28,Studio Pixel,PLAYISM,878,70,"100,000 - 200,000",3,0,3,0,0.0,0,1,Single-player;Full controller support,Action;Free to Play;Indie
598700,The Vagrant,2018-07-13,O.T.K Games,SakuraGame,5421,533,"200,000 - 500,000",674,0,792,0,3.99,70,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
514660,BitMaster,2016-10-12,Vladimir Shlapak,Sometimes You,128,59,"100,000 - 200,000",242,0,232,0,2.99,1,1,Single-player;Full controller support;Steam Trading Cards,Action;Indie
467000,Insincere,2016-05-12,Astronomic Games,New Reality Games,126,124,"200,000 - 500,000",263,0,267,0,3.99,0,1,Single-player;Partial Controller Support,Action;Indie
412210,Warfront Defenders: Westerplatte,2017-08-07,Flying Robot Studios,Flying Robot Studios,21,25,"200,000 - 500,000",236,0,258,0,4.99,0,1,Single-player,Action;Indie;Strategy;Early Access
426000,HunieCam Studio,2016-04-04,HuniePot,HuniePot,4638,736,"200,000 - 500,000",314,0,274,0,6.99,89,1,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation
22610,Alien Breed: Impact,2010-06-03,Team17 Software Ltd.,Team17 Digital Ltd,1059,388,"200,000 - 500,000",330,0,407,0,9.99,3,1,Single-player;Co-op;Steam Achievements;Partial Controller Support,Action
261530,Lifeless Planet Premier Edition,2014-06-06,Stage 2 Studios,Serenity Forge,2465,764,"200,000 - 500,000",289,0,315,0,19.99,3,1,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie
431500,Clash of the Monsters,2016-04-13,Cadence Games,Cadence Games,182,179,"100,000 - 200,000",0,0,0,0,0.0,1,1,Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Action;Free to Play;Indie
327070,Gloria Victis: Medieval MMORPG,2016-06-09,Black Eye Games,Black Eye Games,4753,1901,"200,000 - 500,000",281,0,237,0,19.99,564,1,Multi-player;MMO;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access
261760,Lichdom: Battlemage,2014-08-26,Xaviant,Xaviant Games,1581,1193,"100,000 - 200,000",304,0,294,0,9.99,4,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG
22100,Mount & Blade,2008-11-03,TaleWorlds Entertainment,TaleWorlds Entertainment,4870,391,"500,000 - 1,000,000",2297,0,398,0,9.99,117,1,Single-player;Steam Trading Cards;Includes level editor,Indie;RPG
34830,Sniper: Ghost Warrior,2010-06-24,City Interactive,CI Games,3617,2784,"500,000 - 1,000,000",240,0,213,0,7.99,46,1,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action
285190,"Warhammer 40,000: Dawn of War III",2017-04-27,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",9142,10357,"1,000,000 - 2,000,000",702,576,559,576,39.99,109,1,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Violent;Gore;Action;Simulation;Strategy
219950,NiGHTS Into Dreams,2012-12-17,SEGA,SEGA,1122,199,"200,000 - 500,000",13,0,16,0,7.99,6,1,Single-player;Steam Achievements;Partial Controller Support,Adventure
313020,Soul Gambler,2014-07-10,Ilex Games,Gamestorming,2250,332,"100,000 - 200,000",215,0,237,0,2.99,1,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,marbenx,marbenx,8917,449,"200,000 - 500,000",105,0,93,0,0.99,17,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Simulation
344850,Big Pharma,2015-08-27,Twice Circled,Positech Games,1313,397,"100,000 - 200,000",425,0,572,0,24.99,20,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy
787860,Farming Simulator 19,2018-11-19,Giants Software,Focus Home Interactive,53568,3538,"1,000,000 - 2,000,000",12291,356,2151,249,19.99,14970,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation
765710,Light Bearers,2018-10-23,"FAT BOMB STUDIOS, LLC","FAT BOMB STUDIOS, LLC",892,105,"200,000 - 500,000",34,0,44,0,0.0,20,1,Multi-player;Online Multi-Player,Action;Casual;Free to Play;Indie
386620,"Cook, Serve, Delicious! 2!!",2017-09-13,Vertigo Gaming Inc.,Vertigo Gaming Inc.,2264,275,"200,000 - 500,000",527,0,288,0,12.99,31,1,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation;Strategy
464060,RUINER,2017-09-26,Reikon Games,Devolver Digital,8535,919,"500,000 - 1,000,000",233,0,192,0,19.99,17,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie
435030,Lost Lands: Mahjong,2016-03-14,FIVE-BN GAMES,FIVE-BN GAMES,4345,375,"100,000 - 200,000",428,0,807,0,0.0,57,1,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Free to Play
292380,Racer 8,2014-06-06,30.06 Studios Ltd,KPL,601,740,"200,000 - 500,000",202,0,229,0,4.99,6,1,Single-player;Steam Trading Cards;Steam Leaderboards,Casual;Racing
576310,Oracle,2017-02-28,Watercolor Games,Watercolor Games,119,114,"50,000 - 100,000",261,0,280,0,0.99,5,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;Simulation
24800,Command & Conquer: Red Alert 3 - Uprising,2009-10-06,EA Los Angeles,Electronic Arts,3002,595,"500,000 - 1,000,000",883,0,163,0,19.99,304,1,Single-player,Strategy
371140,Aegis Defenders,2018-02-08,GUTS Department,Humble Games,1084,274,"100,000 - 200,000",204,0,191,0,19.99,15,1,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie;RPG;Strategy
774461,The Jackbox Party Pack 5,2018-10-17,"Jackbox Games, Inc.","Jackbox Games, Inc.",1645,131,"100,000 - 200,000",445,22,308,44,29.99,76,1,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual
279640,The Troma Project,2015-10-28,Nekrosoft,TopWare Interactive,172,165,"200,000 - 500,000",217,0,244,0,6.99,0,1,Single-player;Steam Trading Cards,Indie;Strategy
12810,Overlord II,2009-06-24,"Triumph Studios, Virtual Programming","Codemasters, Electronic Arts",3226,414,"1,000,000 - 2,000,000",333,118,135,118,9.99,65,1,Single-player,RPG
562230,Space Tyrant,2018-02-27,Blue Wizard Digital,Blue Wizard Digital,472,74,"100,000 - 200,000",128,0,209,0,19.99,3,1,Single-player;Steam Cloud,Indie;Strategy
738500,The Parallax Effect,2017-12-31,Danstarr13,Danstarr13,116,131,"50,000 - 100,000",4,0,4,0,0.0,2,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Stats,Action;Adventure;Free to Play;Indie;Early Access
227100,Sniper Elite: Nazi Zombie Army,2013-02-28,Rebellion,Rebellion,3665,501,"200,000 - 500,000",333,0,317,0,14.99,5,1,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action
665300,Stream Avatars,2017-07-26,Travis Miller,Travis Miller,1037,48,"100,000 - 200,000",3763,0,4898,0,14.99,1381,1,Steam Workshop;Includes level editor,Animation & Modeling;Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing
320,Half-Life 2: Deathmatch,2004-11-01,Valve,Valve,9089,1003,"10,000,000 - 20,000,000",1483,1,53,1,4.99,232,1,Multi-player;Valve Anti-Cheat enabled;Includes Source SDK,Action
40720,Samorost 2,2009-12-10,Amanita Design,Amanita Design,1234,205,"100,000 - 200,000",66,0,95,0,4.99,6,1,Single-player,Adventure;Casual;Indie
310080,Hatoful Boyfriend,2014-09-04,"Mediatonic, Hato Moa",Epic Games,6152,400,"200,000 - 500,000",77,0,56,0,9.99,13,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation
8600,RACE 07,2007-10-15,SimBin,SimBin,2026,369,"500,000 - 1,000,000",607,0,76,0,3.99,15,1,Single-player;Multi-player,Racing
729660,Blackout Z: Slaughterhouse Edition,2017-10-20,NukGames,NukGames,1251,232,"100,000 - 200,000",63,0,90,0,0.99,3,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie
449200,Calcu-Late,2016-03-18,Blazing Fanfish,Back To Basics Gaming,191,137,"500,000 - 1,000,000",226,80,229,80,0.99,4,1,Single-player;Steam Trading Cards,Adventure;Indie;RPG
1031140,The Horus Heresy: Legions,2019-03-28,Everguild Ltd.,Everguild Ltd.,1091,393,"100,000 - 200,000",2,0,2,0,0.0,240,1,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Strategy
357900,Make it indie!,2015-04-01,Sometimes You,Sometimes You,566,658,"500,000 - 1,000,000",207,0,228,0,0.99,2,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Indie;Simulation
346210,Garden Rescue,2015-02-02,Rainbow Games,Rainbow Games,98,29,"100,000 - 200,000",341,0,336,0,3.99,1,1,Single-player;Steam Trading Cards,Casual;Strategy
17410,Mirror's Edge,2009-01-14,DICE,Electronic Arts,27567,3898,"2,000,000 - 5,000,000",402,267,161,267,19.99,75,1,Single-player;Full controller support;Partial Controller Support,Action;Adventure
258090,99 Spirits,2013-11-12,TORaIKI,Fruitbat Factory,226,157,"200,000 - 500,000",435,0,601,0,9.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;RPG
10500,Total War: EMPIRE – Definitive Edition,2009-03-04,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",24117,2415,"2,000,000 - 5,000,000",3146,432,773,796,24.99,3031,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats,Strategy
618740,Beat Hazard 2,2018-10-03,Cold Beam Games,Cold Beam Games,1638,229,"200,000 - 500,000",133,0,155,0,18.99,11,1,Single-player;Steam Workshop;Partial Controller Support;Steam Cloud,Action;Casual;Indie;Early Access
39120,RIFT,2011-03-01,gamigo US Inc.,gamigo US Inc.,7746,2592,"2,000,000 - 5,000,000",1671,0,369,0,0.0,257,1,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;RPG
284770,Enigmatis 2: The Mists of Ravenwood,2014-06-05,Artifex Mundi,Artifex Mundi,1202,34,"100,000 - 200,000",138,0,164,0,9.99,11,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual
617830,SUPERHOT VR,2017-05-25,SUPERHOT Team,SUPERHOT Team,5494,1867,"500,000 - 1,000,000",247,0,176,0,24.99,86,1,Single-player;Steam Achievements;SteamVR Collectibles,Action;Indie
483770,Autobahn Police Simulator 2,2017-12-07,Z-Software,Aerosoft GmbH,563,427,"100,000 - 200,000",145,0,145,0,19.99,20,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Simulation
613100,House Flipper,2018-05-17,Empyrean,"Frozen District, PlayWay S.A.",46892,3643,"1,000,000 - 2,000,000",1277,245,745,232,19.99,3046,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Simulation
559210,Rakuen,2017-05-10,Laura Shigihara,Laura Shigihara,4515,147,"100,000 - 200,000",117,0,163,0,9.99,7,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG
487430,KARAKARA,2016-06-27,calme,Sekai Project,1594,158,"100,000 - 200,000",201,0,294,0,9.99,2,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie
311690,Enter the Gungeon,2016-04-05,Dodge Roll,Devolver Digital,60294,2417,"2,000,000 - 5,000,000",3072,181,584,254,14.99,1099,1,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie
71260,Space Channel 5: Part 2,2011-03-04,SEGA,SEGA,1264,147,"100,000 - 200,000",113,0,216,0,7.99,2,1,Single-player;Multi-player;Co-op;Partial Controller Support,Action
400170,The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,NeocoreGames,NeocoreGames,2241,716,"500,000 - 1,000,000",676,0,237,0,44.99,42,1,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG
545820,Wanderland,2016-12-20,Artogon,Jetdogs Studios,177,121,"100,000 - 200,000",0,0,0,0,0.0,23,1,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud,Adventure;Casual;Free to Play
11480,Soldiers: Heroes of World War II,2014-07-03,Best Way,1C Entertainment,458,78,"100,000 - 200,000",1,0,1,0,4.99,10,1,Single-player;Multi-player;Co-op,Strategy
496300,Kingdom: New Lands,2016-08-09,Noio,Raw Fury,7454,1125,"500,000 - 1,000,000",425,0,209,0,14.99,104,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy
415840,Mystic Saga,2016-01-27,FIVE-BN GAMES,8Floor,117,81,"100,000 - 200,000",309,0,331,0,4.99,2,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual
345350,LIGHTNING RETURNS: FINAL FANTASY XIII,2015-12-10,Square Enix,Square Enix,2819,700,"200,000 - 500,000",1087,0,1350,0,19.99,42,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG
6220,FlatOut,2007-02-02,Bugbear Entertainment,Strategy First,3297,265,"200,000 - 500,000",205,0,293,0,7.49,35,1,Single-player;Multi-player,Racing
636480,Ravenfield,2017-05-18,SteelRaven7,SteelRaven7,41588,1334,"1,000,000 - 2,000,000",1984,0,782,0,14.99,778,1,Single-player;Steam Workshop;Partial Controller Support;Includes level editor,Action;Indie;Early Access
738060,Freddy Fazbear's Pizzeria Simulator,2017-12-04,Scott Cawthon,Scott Cawthon,14563,940,"1,000,000 - 2,000,000",193,0,44,0,0.0,100,1,Single-player,Free to Play;Indie;Simulation
